timestamp,source_system,entity_type,entity_id,customer_id,workflow_stage,workflow_status,event_type,transaction_amount,payment_status,risk_score,esg_score,region,assigned_team,latency_ms,integration_status,anomaly_flag,notes
2026-02-21 00:00:00.000000,investor_reporting_feed,report_batch,RPT-AF-20260221,investor_pool,reporting,completed,investor_report_generated,38652528.82278867,not_applicable,72.69961712703433,54.22174381628746,Africa,Reporting Ops,115.85447529335411,healthy,False,scheduled investor reporting snapshot
2026-02-21 00:00:00.000000,investor_reporting_feed,report_batch,RPT-AS-20260221,investor_pool,reporting,completed,investor_report_generated,24043917.45402141,not_applicable,52.09666368827903,83.17492552526033,Asia Pacific,Reporting Ops,190.7683147613941,healthy,False,scheduled investor reporting snapshot
2026-02-21 00:00:00.000000,investor_reporting_feed,report_batch,RPT-EU-20260221,investor_pool,reporting,completed,investor_report_generated,9768587.711516296,not_applicable,62.34028914361547,55.87281705672629,Europe,Reporting Ops,195.5556853244327,healthy,False,scheduled investor reporting snapshot
2026-02-21 00:00:00.000000,investor_reporting_feed,report_batch,RPT-LA-20260221,investor_pool,reporting,completed,investor_report_generated,17783677.32155018,not_applicable,63.53663829141469,66.72978890397607,Latin America,Reporting Ops,189.78090825385394,healthy,False,scheduled investor reporting snapshot
2026-02-21 00:00:00.000000,investor_reporting_feed,report_batch,RPT-NO-20260221,investor_pool,reporting,completed,investor_report_generated,12909752.527002592,not_applicable,45.280466308327526,53.04489256958741,North America,Reporting Ops,149.27667199443303,healthy,False,scheduled investor reporting snapshot
2026-02-21 02:21:04.520084,crm_platform,loan_case,LOAN-000267,CUS-00065,intake,completed,intake_stage_entered,0.0,not_applicable,39.537738771210115,69.72011245781668,Europe,Compliance Ops,211.43489230204534,healthy,False,workflow transition
2026-02-21 02:40:34.214271,crm_platform,customer_profile,CRM-CUS-00150,CUS-00150,intake,in_progress,document_requested,0.0,not_applicable,25.08571196327971,61.04581333510191,North America,Intake Ops,235.0055355740398,healthy,False,crm interaction
2026-02-21 02:54:56.019299,crm_platform,loan_case,LOAN-000347,CUS-00177,intake,completed,intake_stage_entered,0.0,not_applicable,50.75387661057799,69.57494616302543,Africa,Collections Ops,117.38616222843842,healthy,False,workflow transition
2026-02-21 03:57:14.410571,crm_platform,loan_case,LOAN-000056,CUS-00005,intake,completed,intake_stage_entered,0.0,not_applicable,52.74604201014187,67.52381227827314,Europe,Servicing Ops,215.06269355932938,healthy,False,workflow transition
2026-02-21 04:36:34.904555,crm_platform,customer_profile,CRM-CUS-00003,CUS-00003,intake,in_progress,customer_contacted,0.0,not_applicable,51.62773160686749,69.8686710500581,Africa,Servicing Ops,142.60587549775937,healthy,False,crm interaction
2026-02-21 05:51:39.147096,crm_platform,customer_profile,CRM-CUS-00141,CUS-00141,collections,in_progress,case_note_added,0.0,not_applicable,46.228887322797576,56.150534522729814,Asia Pacific,Collections Ops,86.30303203050353,healthy,False,crm interaction
2026-02-21 07:04:19.930849,crm_platform,loan_case,LOAN-000304,CUS-00033,intake,completed,intake_stage_entered,0.0,not_applicable,48.847239714399784,44.29732545119038,North America,Intake Ops,87.67732194064858,healthy,False,workflow transition
2026-02-21 08:20:09.111090,crm_platform,loan_case,LOAN-000023,CUS-00052,intake,completed,intake_stage_entered,0.0,not_applicable,71.5526011099256,67.89902518201065,North America,Servicing Ops,124.31027570041638,healthy,False,workflow transition
2026-02-21 08:24:31.421162,crm_platform,loan_case,LOAN-000241,CUS-00023,intake,completed,intake_stage_entered,0.0,not_applicable,57.861223587577186,57.971135390572044,North America,Collections Ops,279.84287862490896,healthy,False,workflow transition
2026-02-21 08:28:02.787270,crm_platform,loan_case,LOAN-000293,CUS-00191,intake,completed,intake_stage_entered,0.0,not_applicable,55.42496851245979,55.59941590969495,Africa,Collections Ops,149.66676346400575,healthy,False,workflow transition
2026-02-21 09:24:00.194565,crm_platform,loan_case,LOAN-000067,CUS-00023,intake,completed,intake_stage_entered,0.0,not_applicable,51.36102370771159,56.15998958706605,North America,Collections Ops,134.80106907003685,healthy,False,workflow transition
2026-02-21 11:03:13.019373,crm_platform,customer_profile,CRM-CUS-00014,CUS-00014,servicing,in_progress,customer_contacted,0.0,not_applicable,46.80008719582935,50.22176247360506,Africa,Servicing Ops,108.4112189126793,healthy,False,crm interaction
2026-02-21 11:16:33.220257,underwriting_engine,loan_case,LOAN-000267,CUS-00065,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,39.537738771210115,69.72011245781668,Europe,Compliance Ops,265.1357439307302,healthy,False,workflow transition
2026-02-21 12:06:56.682149,underwriting_engine,loan_case,LOAN-000023,CUS-00052,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,71.5526011099256,67.89902518201065,North America,Servicing Ops,286.40187535703063,healthy,False,workflow transition
2026-02-21 12:45:53.054197,underwriting_engine,loan_case,LOAN-000067,CUS-00023,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,51.36102370771159,56.15998958706605,North America,Collections Ops,298.64065972096864,healthy,False,workflow transition
2026-02-21 13:32:52.010073,crm_platform,customer_profile,CRM-CUS-00032,CUS-00032,intake,in_progress,follow_up_scheduled,0.0,not_applicable,79.77440905343042,84.95286176768792,Latin America,Compliance Ops,208.6743399541157,healthy,False,crm interaction
2026-02-21 14:43:13.399785,crm_platform,customer_profile,CRM-CUS-00041,CUS-00041,collections,in_progress,document_requested,0.0,not_applicable,20.464449622796234,58.96274931757602,North America,Intake Ops,217.36522334312173,healthy,False,crm interaction
2026-02-21 15:38:22.875359,underwriting_engine,loan_case,LOAN-000347,CUS-00177,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,50.75387661057799,69.57494616302543,Africa,Collections Ops,204.6727504695345,healthy,False,workflow transition
2026-02-21 15:59:09.297737,underwriting_engine,loan_case,LOAN-000293,CUS-00191,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,55.42496851245979,55.59941590969495,Africa,Collections Ops,240.00992226010823,healthy,False,workflow transition
2026-02-21 16:22:08.963115,underwriting_engine,loan_case,LOAN-000056,CUS-00005,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,52.74604201014187,67.52381227827314,Europe,Servicing Ops,229.24292596027925,healthy,False,workflow transition
2026-02-21 18:29:14.330501,underwriting_engine,loan_case,LOAN-000304,CUS-00033,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,48.847239714399784,44.29732545119038,North America,Intake Ops,277.82129662105126,healthy,False,workflow transition
2026-02-21 18:44:23.390992,crm_platform,customer_profile,CRM-CUS-00081,CUS-00081,collections,in_progress,follow_up_scheduled,0.0,not_applicable,43.06310204091544,75.08292692872661,Asia Pacific,Underwriting Ops,208.2306957806264,healthy,False,crm interaction
2026-02-21 19:04:44.140875,crm_platform,loan_case,LOAN-000156,CUS-00135,intake,completed,intake_stage_entered,0.0,not_applicable,63.68140871674499,67.88765458443964,Africa,Servicing Ops,124.13087302004614,healthy,False,workflow transition
2026-02-21 19:37:40.371151,crm_platform,customer_profile,CRM-CUS-00119,CUS-00119,intake,in_progress,customer_contacted,0.0,not_applicable,62.37009325317347,74.24138880102308,Latin America,Compliance Ops,218.4773382826749,healthy,False,crm interaction
2026-02-21 21:34:14.700648,crm_platform,loan_case,LOAN-000266,CUS-00086,intake,completed,intake_stage_entered,0.0,not_applicable,20.80417457399842,74.00103688961019,Africa,Compliance Ops,297.39439240565446,healthy,False,workflow transition
2026-02-21 21:36:37.606803,underwriting_engine,loan_case,LOAN-000241,CUS-00023,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,57.861223587577186,57.971135390572044,North America,Collections Ops,348.123891267325,healthy,False,workflow transition
2026-02-21 22:52:26.135710,crm_platform,loan_case,LOAN-000121,CUS-00086,intake,completed,intake_stage_entered,0.0,not_applicable,18.992769661285507,85.79266941319929,Africa,Compliance Ops,113.25718770692781,healthy,False,workflow transition
2026-02-21 23:25:23.451759,crm_platform,customer_profile,CRM-CUS-00003,CUS-00003,servicing,in_progress,follow_up_scheduled,0.0,not_applicable,50.71065349858505,73.01021051276142,Africa,Servicing Ops,282.63802203364907,healthy,False,crm interaction
2026-02-22 03:29:19.421946,crm_platform,loan_case,LOAN-000289,CUS-00090,intake,completed,intake_stage_entered,0.0,not_applicable,49.2897729129001,68.57072609228861,Asia Pacific,Servicing Ops,192.7129616458669,healthy,False,workflow transition
2026-02-22 04:27:03.274143,underwriting_engine,loan_case,LOAN-000266,CUS-00086,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,20.80417457399842,74.00103688961019,Africa,Compliance Ops,473.42455837212367,healthy,False,workflow transition
2026-02-22 05:05:58.005720,underwriting_engine,loan_case,LOAN-000121,CUS-00086,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,18.992769661285507,85.79266941319929,Africa,Compliance Ops,316.1171495282422,healthy,False,workflow transition
2026-02-22 05:12:00.585545,underwriting_engine,loan_case,LOAN-000156,CUS-00135,underwriting,completed,underwriting_stage_entered,0.0,not_applicable,63.68140871674499,67.88765458443964,Africa,Servicing Ops,260.1226222326102,healthy,False,workflow transition
2026-02-22 05:31:24.261992,crm_platform,customer_profile,CRM-CUS-00098,CUS-00098,intake,in_progress,case_note_added,0.0,not_applicable,13.9736534333859,70.65173391362437,Africa,Servicing Ops,209.8686469887592,healthy,False,crm interaction
2026-02-22 05:36:40.631011,crm_platform,loan_case,LOAN-000348,CUS-00123,intake,completed,intake_stage_entered,0.0,not_applicable,67.76594014378865,83.49248179730688,Africa,Collections Ops,132.8828483627014,healthy,False,workflow transition
